Puissance (dBm),Temps de charge (h),Temps de recharge (min),Ecart type (min),Nombre de séquences
14,0.37958333333333333,56.5242857142857,2.445430766276777,8
16,0.3375,28.416666666666668,2.488273609464109,5
18,0.0885,21.52,0.7950000000000017,4
20,0.09508333333333334,10.232500000000002,0.07249999999999712,3
