Puissance (dBm),Temps de charge (h),Temps de recharge (min),Ecart type (min),Nombre de séquences
18,19.166666666666668,60.70916666666653,2.0987157117839788,5
20,8.977777777777778,27.205555555555563,0.8581670101349103,7
